article_cluster,top_keywords,article_count
6680,"bishop makamu, moja love, rea tsotella, returns, work, moja, love, controversial",2
9125,"north west premier, bushy maape, new, will, disappoint, finally, swornin, members",3
11406,"britney spears, finally, addresses, freebritney, movement, court, gives, controlling",4
7345,"somizi, abuse allegations, somizi mhlongo, allegations, time, abuse, idols, mohale motaung",13
2175,"patricia de lille, saldanha bay, visits, inspect, multimillionrand, harbour, upgrade, project",1
11439,"willem breytenbach, sexual assault, sexual, assault, prosecution, granted, final, postponement",1
10075,"art, presidential",1
10035,"premier league, wrap",1
10011,"south africa, diy, divorce",1
9495,"making, easier, track, pension",1
8978,"bigger, magnetic, water, bottle, mtb",1
9929,"mediumterm, budget, tabled, november",1
9228,"matric, rage, festival, expand, margate",1
11715,"dwayne johnson, watch, makes, rap, debut",1
6050,"podcast, hiv, unmuted, discovery, changed",1
10223,"weather warning, severe, thunderstorm, kzn",1
8104,"year, later, happened, dstv, streama, decoder",1
10657,"bridgerton, season, look, teases, new, romance",1
10202,"mum, word, grimes, cant, identify, term, mother",1
10182,"africa, biggest, city, vaccinate, residents, year",1
10251,"vladimir putin, sweden, blocks, naming, baby, boy",1
10861,"eu, wants, universal, cables, devices, apple, happy",1
11433,"feather, awards, celebrating, years, 2021, nominees",2
8614,"anc, xiaomei, havard, ssa, report, mp, spying, china",3
11712,"california, illegal, remove, condom, consent, us, ban",1
10321,"michael b jordan, steve harvey, happy, daughter, lori",1
10640,"earn, master, degree, coffee, 9month, programme, italy",1
10570,"iphones, need, redesign, eu, pushes, universal, charger",1
11123,"atm, bomb, gang, blow, making, tutorial, videos, explode",1
11290,"salad, chicken, avo, cheese, pie, porridge, spicy, boats",39
11460,"stores, tfg, jet, open, foschini, test, standalone, home",4
10808,"thuso mbedu, look, love, elegant, ball, gown, silhouette",1
10865,"proteas, csa, kit, sponsor, new, ways, balance, announces",4
10130,"cbd, sa, distributor, tested, products, label, bottle, cut",2
10613,"mondli gungubele, minister, presidency, mourns, death, son",1
10982,"amazon, robot, unveils, cience, fiction, patrol, homes, new",2
10185,"bbc, pay, damages, nanny, false, charles, pregnancy, claims",1
10813,"cradock four, families, court, answers, killers, prosecuted",1
8589,"diana, ad, eyes, saw, camilla, wedding, royal, photographer",5
10746,"free state, watch, modern, medicine, scars, smiles, man, gets",1
7914,"inside, jennifer lopez, j, lo, decision, delete, traces, arod",4
10863,"jada pinkett smith, smith, admits, extramarital, relationship",1
10053,"notredame, restoration, ready, start, safety, work, completed",1
11343,"prince andrew, queen, bankrolling, fight, sex, abuse, lawsuit",1
6186,"record, profit, green, anglo, platinum, ceo, iron ore, prices",29
10742,"us, antivax, doctor, covid19, shot, people, magnetic, medical",2
10712,"watch, heartbroken, parents, set, run, marathon, memory, baby",1
4919,"covid19, vaccine, vaccines, africa, sa, local, million, waiver",39
10680,"daniel craig, graham, norton, big, splashy, start, new, season",2
11340,"russian, putin, state, news, outlets, covered, pandora, papers",3
8836,"sa money report, podcast, dealing, fallout, sa, going, nuclear",1
10750,"soldiers, injured, military, vehicle, river, kzn, watch, falls",3
11666,"watch, church, reconciles, woman, asked, stop, dancing, shembe",2
10937,"electricity, shortages, china, hitting, apple, tesla, suppliers",1
9611,"sasria, cash, unrest, needs, looted, destroyed, big, businesses",4
11346,"taliban, kabul, afghanistan, isis, mosque, us, kills, displaced",11
9159,"911, us, 20th, anniversary, jill biden, starts, teaching, person",7
10125,"brookside, mall, pietermaritzburg, set, reopen, year, towns, kzn",3
9949,"gents, checked, maleonly, disease, fourthbiggest, cancer, killer",1
111,"sa, woolworths, ceo, interview, mr price, stores, game, takealot",108
7055,"tiktok, sensation, comes, boy, cat, official, instagram, account",1
9242,"debt, eskom, masondo, proposes, govt, forgiven, exchange, climate",4
10925,"england, ashes, root, desperate, play, commit, ashes tour, family",3
10992,"lauren dickason, exclusive, lauren, read, understand, ivf, friend",1
8921,"opinion, anc, ramaphosa, siya, khumalo, lge2021, iec, opportunity",9
10487,"sa economy, steel, federation, warns, numsa, strike, action, cost",1
10607,"sa, grain, planting, season, indicates, sufficient, stock, lowend",1
11269,"european tour, black, locking, duo, miss, savea, blacks, captaincy",2
11098,"gabriel, salazar, tiktok, star, car crash, million, followers, died",2
11084,"hong kong, investigating, sa, oysters, food, poisoning, local, farm",1
11369,"new york, land deal, senior, official, sacked, wake, dirco, bungled",1
11350,"blue origin, work culture, read, email, ceo, sent, staff, addressing",3
10257,"chinese, billionaire, lost, billion, personal, wealth, beijing, tech",1
10768,"crypto, china, bitcoin, users, ban, crypto exchanges, binance, huobi",7
9525,"elections 2021, cape town, cape, town, battle, lines, drawn, parties",3
11387,"pedestrian, safety, october, transport, month, south african, us, vs",2
10362,"woman, confessed, killing, dismembering, husband, weak, attend, bail",2
9946,"anele mdoda, kelly rowland, trends, kelly, rowland, wearing, swimsuit",1
10549,"formula 1, entertainment, journalism, netflix, eyes, rights, takeover",1
9097,"carry, dads, advocating, samesex, parenting, share, surrogacy, journey",1
9555,"britney spears, sam asghari, sam, asghari, inside, newly, engaged, plans",3
10167,"kristen stewart, naomi, watts, women, whove, detailed, intimate, details",3
7220,"exodus, scoops, honours, bookmark, awards, investigation, reiterated, team",2
11733,"fast food, township, delivery, service, uses, whatsapp, electric, scooters",1
10043,"baby shower, social media, users, rally, organise, baby, shower, provincial",2
8427,"sa, business, pandemic, workers, unrest, discovery, help, sun international",46
9280,"free, bafana, tickets, fans, soweto derby, music festival, david mabuza, want",6
10170,"motshwari, pirates, suspend, key, midfielder, police, charge, orlando pirates",2
1913,"sa, ramaphosa, africa, covid19, ideas, matter, government, unemployment crisis",82
11005,"sarah everard, london, arrest, raping, killing, officer, police officer, sarah",4
11404,"pick n pay, competition, body, makes, key, recommendations, greenlights, clicks",2
11634,"newcastle united, takeover, newcastle, saudi, premier league, new, owners, £300m",5
10771,"covid19, national arts council, report, reveals, overshot, artist, support, budget",2
63,"ssa, zondo commission, police, intelligence, cop, minister, crime intelligence, khehla sitole",124
8559,"sponsored, power, pancreas",1
10424,"actor, willie, garson, dies",1
10187,"sa, mtb, pros, great, season",1
11318,"getting, comfortable, bib, shorts",1
7875,"book review, insightful, interesting",1
9660,"yeti, ebike, trick, suspension, system",1
11078,"abathembu, king, son, differences, aside",1
11448,"craving, soil, suffering, pica, disorder",1
10997,"griquas, biggest, fan, uncle, bushy, died",1
4798,"free state, meet, teen, collection, reptiles",1
10435,"south africa, opinion, blame, dickason, tragedy",1
9291,"twee, binne, antjie, se, pad, vat, aan, covid19",11
11141,"investec property fund, boom, big, plans, europe",1
11236,"workers, died, covid, dubai, expo, site, officials",1
11164,"autism, causes, diagnosing, treating, risk, factors",5
9646,"us, couple, died, covid19, weeks, apart, left, kids",1
9353,"jennifer, lawrence, expecting, child, husband, cooke",1
10814,"las vegas, sa, street, fighter, tekken, gamers, head",1
9995,"watch, 15minute, cities, change, work, life, covid19",1
9568,"british, monarchy, gone, generations, novelist, mantel",1
11216,"safa, lures, sport, editor, head, communications, team",1
10823,"dutch, pm, targeted, kidnapping, drug, gangs, according",1
674,"dog, cat, cape town, rescued, spca, baboon, killer, pets",113
128,"sa, opinion, new, economy, energy, africa, african, govt",227
11668,"south china sea, us, submarine, hits, object, underwater",1
11601,"un, dies, sahrc, unhcr, sign, agreement, refugee, asylum",8
87,"chicken, recipe, lamb, chocolate, rice, curry, soup, pork",345
11191,"dress, bride, changes, days, wedding, regrets, saw, cried",1
9630,"james, middleton, knot, tie, secret, ceremony, france, ties",2
9110,"fbi, france, attacks, accuses, somalia, pm, president, newly",12
9080,"cuban, love, affair, sandf, sends, soldiers, training, havana",1
10268,"prince charles, scandal, seedy, deals, embroiling, foundation",2
9502,"kim kardashian, photos, steps, head, yes, including, face, toe",1
11580,"scientists, didnt, sign, shorter, curfew, crowd, counts, newly",1
5577,"ppc, interview, rights issue, slashes, debt, avoid, ceo, fixing",3
11556,"steyn city, opens, sales, new, flagship, apartment, development",1
9490,"distraught, residents, die, funeral, quatro, place, earth, worse",2
8647,"dstv, popup, adds, lethal, legends, hollywood, sexiest, channels",2
634,"sa, house prices, market, growth, sector, properties, end, index",23
10559,"sharks, munster, coach, everitt, bosch, urc, chamberlain, starts",7
10448,"taliban, city, fighters, people, killed, attack, jalalabad, hang",3
9592,"vmas, looks, red carpet, favourite, bonang, matheba, hits, dolce",4
11546,"covid19, patient, wife, sued, hospital, treated, ivermectin, died",1
9653,"daily lotto, lotto, player, got, richer, players, scoops, jackpot",4
10447,"sa, crypto, developer, fluffypony, released, custody, wants, come",1
10229,"world cup, fifa, plans, biennial, uefa, raises, concerns, consult",6
10665,"meet, entrepreneur, planning, build, mcdonald, plantbased, burgers",1
10203,"new music, abba, embraced, digital, world, launch, comeback, years",1
10064,"rescuers, found, shipwrecked, children, clinging, dead, mom, drank",1
10178,"vessel, woman, sea, rescued, fishermen, die, yzerfontein, gqeberha",3
9842,"virus, bats, ebola, people, infected, year, coronaviruses, carried",4
11635,"911 gts, engine, pricing, announced, allnew, porsche, available, sa",1
11597,"child, lives, uk, claim, maintenance, father, disappeared, overseas",4
222,"mozambique, mozambique attacks, attack, sa, palma, un, attacks, gas",85
10218,"samuel l jackson, rapper, drake, buys, stake, fried, chicken, chain",1
10344,"teacher, primary school, update, police, hunt, suspects, shot, dead",2
9696,"photos, iconic, moments, music, history, stories, 1970s, unpublished",2
11091,"players, breach, argentine, banned, wallabies, clash, covid, veteran",4
11071,"hurricane, hunter, meet, extreme, meteorologist, reed, terrier, gizmo",2
8800,"modack, nafiz modack, john, wick, coming, hello, murderous, fictional",4
11699,"prayer, session, planned, zuma, july unrest, manyi, blocks, questions",2
10265,"questions, ask, staying, friends, ex, betrayed, hurt, estate planning",5
5758,"white collar heist, podcast, gary, porritt, sue, bennett, court, week",1
10023,"going, princess margaret, twice, sold, royal, jewellery, gifted, sells",1
10759,"good news, bad, breath, thinking, participating, answer, glowing, skin",4
10041,"money clinic, home loan, debt counselling, benefit, remove, home, loan",1
8831,"sa, public, warned, business, world, biggest, cryptocurrency, exchange",1
9050,"bafana, boss, ghana, broos, hlongwane, bafana bafana, hugo broos, vital",13
10917,"sexual abuse, negligence, staff, blame, drc, report, finds, heartbroken",2
11710,"man, electrocuted, cables, kzn, conducting, repairs, overhead, repairing",2
10055,"masks, international, airlines, banning, cloth, flights, favour, medical",1
8965,"tokyo, medallists, ntando mahlangu, team sa, sa, paralympic, big, payday",7
9606,"taliban, us, afghan, afghanistan, taliban takeover, china, million, women",13
10895,"blue origin, jeff bezos, space, company, dedicates, afternoons, week, blue",4
10812,"elections 2021, town, cape town, da, housing, cape, affordable housing, de",4
10173,"injured, university, people, killed, russian, campus, shooting, free state",2
9643,"pietermaritzburg, olympic, sa, set, van, niekerk, bianca buitendag, silver",7
10561,"probe, concluded, white, officials, accused, withholding, covid19, vaccine",1
10482,"afrikaans, reinstated, medium, teaching, learning, unisa, afriforum, concourt",1
10729,"pandemic, cats, sick, stress, help, animal welfare society, celebrates, years",2
11325,"khanyi mbau, kudzai mushonga, happiness, kudzai, mushonga, earns, drama, queen",2
9056,"makhado, local, municipality, auctions, vacant, stands, residential, dwellings",1
9473,"ben affleck, jennifer lopez, photos, jennifer, lopez, red carpet, carpet, debut",2
10714,"nicki minaj, vaccine, tweet, signals, dangers, celebrity, fueled, misinformation",1
11185,"public protector, state, found, probing, healthcare, public, hospitals, maternity",2
8402,"south africa, years, child, maintenance, father, home affairs, according, married",6
10909,"kzn, weather, expected, parts, eastern cape, weather warning, thundershowers, week",10
9738,"nicki minaj, twitter, tweets, vaccines, vaccine, swollen, testicles, covid vaccines",8
10169,"david coulthard, yuki tsunoda, impressed, yuki, tsunoda, schumacher, wants, improved",4
11260,"government, benefits, zulu, king, zulu royal family, princess charlene, peacemaker, royal",2
8567,"unrest, transnet, trade surplus, july, disappoints, july unrest, job losses, manufacturing",8
7734,"thato mosehle, miss supranational, miss, supranational, photos, looks, south african, watch",8
9649,"child maintenance, justice department, child, maintenance, government, taking, away, dignity",3
11659,"western cape, transport department, taxi industry, transport, department, extortion, taxi, industry",1
9498,"run, hide, fight",1
10063,"weather, fine, warm, sunday, cards",1
7916,"vaccine sites, private, walkins, list",1
10008,"real, housewives, lagos, coming, showmax",1
11179,"lingerie, model, gave, men, decided, marry",1
10049,"love, blind, star, jessica, batten, engaged",1
10622,"steak, voted, best, food, couples, mood, sex",1
11172,"drawings, boxing, legend, muhammad, ali, auction",1
10154,"new zealand, extends, covid19, lockdown, auckland",1
11171,"dstv, ends, mnet, city, vuzu, new, channel, coming",1
10988,"cape town, vandalism, stalls, trains, northern, line",1
11032,"ryder cup, lowry, blasts, us, fans, dog, abuse, garcia",2
11228,"victoria beckham, favorite, comfort, food, salt, toast",1
11254,"book review, spent, days, gateway, hell, man, sa, whites",3
11227,"costs, open, popular, hair, beauty, salons, like, sorbet",1
9707,"clicks, unrest cost, kzn, making, big, dent, profit, year",3
9600,"famous brands, sales, growth, steers, wimpy, key, outlets",1
8377,"man, police, kwazulunatal, dead, found, killed, cop, shot",58
11027,"slack, execs, limit, office, days, week, encourage, staff",1
7760,"wants, know, hate, white, people, dark, motherhood, angry",2
10532,"landscape, artist, walter, meyer, widow, convicted, murder",1
11653,"australia, qantas, flew, antarctica, recordbreaking, flight",1
11030,"cape town, watch, residents, asking, ostriches, cross, road",1
9969,"uk, launches, postbrexit, review, eu, laws, britain, revert",2
10907,"watch, sheep, puts, best, trotter, forward, prosthetic, leg",1
10390,"cape town, woman, us, labia, fillers, power, vampire, facial",2
11393,"t20, dolphins, win, dragons, impalas, cup, victory, warriors",15
9377,"da, qualifications, saga, koen, plea, bargain, smith, cleared",1
10384,"driving licence, card, lost, stolen, licence, green, id, book",2
3463,"lions, springboks, rassie, gatland, boks, british, irish, test",97
9594,"blood, water, season, trailer, finally, gail, mabalane, viewers",2
9114,"sri lanka, proteas, odi, bat, deciding, batting, t20, unchanged",8
8956,"argentina, row, v, premier league, possible, ban, victims, coach",5
9609,"cape town, barber, dreams, giving, free, haircuts, mobile, salon",1
11407,"kim kardashian, shares, rare, photo, brother, rob, shocking, snl",2
10785,"restarting, investigation, covid19, leaked, chinese, lab, report",1
963,"infant, illnesses, spotlight, baby, reasons, causes, period, need",73
9077,"mbalula, pay, driving, licences, motorists, fees, minister, wants",9
11214,"saracens, sell, majority, stake, francois, investment, consortium",1
10927,"cape town, hairdresser, gets, years, murder, friend, 1yearold, son",2
11550,"denise, richards, blindsided, court, rules, charlie, sheen, longer",1
7181,"south africans, red list, montenegro, avoid, uk, red, list, option",1
11667,"north west, official, arrested, dealing, transporting, rhino, horns",1
156,"stocks, us, asian markets, fed, inflation, recovery, markets, fears",231
10798,"elon musk, clashes, led, grimes, calling, quits, 3year, relationship",1
10421,"money clinic, credit score, finally, free, debt, build, good, credit",1
10198,"red carpet, classic, evening, couture, gowns, reigned, supreme, emmy",2
11390,"verge, breakthrough, coega, rolls, second, plant, rescue, initiative",4
1484,"sa, volkswagen, automakers, refreshed, review, sabound, suvs, vehicles",14
9038,"wrap, iec, announces, voter, registration, weekend, reopens, candidate",2
6964,"boucher, cricket sa, hearings, racism, allegations, zondo, proteas, csa",19
1878,"driving, driving licence, know, j9, motorists, expired, renew, licences",25
10889,"pietermaritzburg, city, hall, traffic, officers, mayor, chaos, security",6
11188,"sa vehicle sales, pick, up, exports, hit, unrest, transnet, cyberattack",1
10431,"binance, shut, crypto, derivatives, australian, customers, december, bow",2
11014,"country, bitcoin, volcano, el salvador, bukele, steps, project, underway",2
11345,"high school, giyani, mayor, denies, conferred, phd, limpopo, entertainer",1
10641,"bruce cameron, private equity, pensioner, investor, know, private, equity",1
11140,"lava, volcanic eruption, photos, continues, obliterate, homes, roads, crops",2
11554,"money, money clinic, fund, retirement, change, marriage, regime, home loans",8
8789,"south africa, national park, getting, new, national, park, country, highest",2
8447,"thuso mbedu, award, tv, breakout, underground, railroad, hollywood, critics",3
74,"book review, art, history, new, opinion, south african, review, south africa",225
9044,"hawks, warned, hollywoodstyle, arrests, music, bosses, throats, questionable",3
11146,"premier league, old trafford, man city, wrap, man, united, welcomes, everton",1
10651,"fred khumalo, khanyi mbau, letters, reluctant, response, open, letter, khanyi",1
10609,"sa money report, red list, podcast, measuring, effects, uk, baffling, decision",1
10093,"assassinated, iran, nuclear, scientist, aipowered, remotecontrolled, gun, report",1
11356,"mozambique, insurgents, southern african, sadc, ramaphosa, insurgency, dont, wait",5
10769,"medical aid, momentum, freeze, contribution, hikes, september, discovery health medical scheme, contributions",2
8935,"water, pietermaritzburg, copesville, supply, electricity supply, returns, service delivery issues, struggling",4
11486,"theft, palisade, fence, rise",1
9346,"fashion, traditional, drip, alert",1
9687,"leather, lovers, mass, berlin, church",1
11438,"hbo max, unveils, house, dragon, teaser",1
10269,"pro, cycling, richest, team, rim, brakes",1
9500,"drone attack, armed, arbil, airport, iraq",1
9497,"kelly khumalo, idols sa, snubs, idols, sa",1
9410,"matric exam, download, past, papers, free",1
10918,"house, 500, loaves, bread, cost, lot, dough",2
10993,"pakistan, cricket, chief, quits, tour, chaos",1
9624,"giro, latch, new, impact, absorbing, mtb, shoe",1
6051,"find, school, holiday, calendar, updated, new, 2021",2
11623,"jamie lee curtis, cosmetic surgery, mess, face, cant",1
11522,"alfa romeo, refreshes, giulia, stelvio, suv, sa, know",1
10608,"look, ground, broken, god, window, skywalk, sa, grand",1
10728,"tell, teens, start, nthabi, answers, legal, questions",1
787,"covid19, india, cases, covid, lockdown, surge, sa, new",424
9059,"weather, warm, hot, update, tuesday, cards, day, expect",8
8968,"record, double, beat, italy, set, new, unbeaten, germany",8
9948,"higher education, watch, inside, africa, cannabis, academy",1
8909,"medical, parole, placed, jacob zuma, zuma, president, gets",3
5098,"sa, vw, volkswagen, new, golf 8 gti, hot hatch, worth, car",20
9977,"performance sedan, watch, vw, new, 170kw, jetta, gli, gives",1
30,"covid19, vaccine, vaccines, sa, us, million, astrazeneca, jj",611
10019,"hawaii, heaven, set, removed, injuries, illegal, trespassing",1
1834,"women, sex, south africa, opinion, study, help, gender, child",89
9258,"man, united, return, real madrid, pogba, mbappe, lead, fourman",5
9931,"tshepi, vundla, apologises, fatphobic, tweets, mean, demeaning",1
10752,"us, biden, congress, agenda, capitol, democrats, moment, truth",5
9492,"eastern cape, crisis, thousands, vacant, teacher, posts, schools",1
11186,"james bond, sterkinekor, rescue, plan, date, extended, new, hits",1
2596,"mental health, covid19, sa, health, research, mental, new, study",35
153,"mkhwebane, anc, inquiry, public protector, vote, mps, eff, panel",49
9414,"premier league, wrap, ronaldo, poised, united, debut, city, face",1
11303,"texas, us supreme court, man, missouri, despite, pope, us, judge",8
10456,"al ahly, pitso mosimane, fine, al, ahly, defeat, president, fines",2
10781,"lifesaving sa, de, championships, ready, amica, jager, ryle, morny",4
5397,"astral, forks, r3m, lost, production, standerton, horror, continues",1
9849,"cticc, getting, ready, recovery, secures, international, conferences",1
9604,"lloyd harris, us open, reaches, careerhigh, atp, ranking, banks, r6m",1
9538,"rural areas, covid19, worsened, water, woes, food, garden, bolstered",3
10365,"digital gold, bitcoin, claim, loses, shine, token, plunges, alongside",1
9537,"pietermaritzburg, shack fire, boy, jika, joe, house, twoyearold, found",4
9936,"boeta cassiem, newlands, legendary, icecream, vendor, dies, wp, cricket",2
11530,"google, africa, ploughs, r15bn, support, startups, spread, connectivity",2
9137,"covid19, potential, long covid, zanele, passing, puts, spotlight, global",6
9036,"launching, paris hilton, scarf, worn, beyoncé, makes, invisible, photos",4
10015,"electric bakkie, watch, ford, nearly, double, production, f150, lightning",1
11327,"idols sa, drug trafficking, hopeful, gets, years, jail, drug, trafficking",1
9612,"lockdown, covid19, new zealand, extends, virushit, auckland, china, races",4
10126,"msunduzi, plans, open, public, swimming, pools, pietermaritzburg, october",1
64,"police, crime, kzn, cele, western cape, cops, cape town, pietermaritzburg",304
7247,"hate speech, concourt, declares, hate, finds, qwelane, column, constitutes",3
11371,"robben island museum, releases, report, clearing, officials, mismanagement",1
10483,"80litre, quadturbocharged, sculptural, beauty, meets, iconic, power, bugatti",1
4579,"brad pitt, angelina jolie, angelina, jolie, custody, lawyers, judge, ordered",4
11382,"cervical cancer, cancer, facial hair, weight, waist, acne, deal, lesserknown",13
11222,"shipping crisis, cocacola, turns, bulk, vessels, grain, coal, transportation",1
9701,"covid19, putin, circle, russia, selfisolating, people, caught, vladimir putin",4
353,"school, pupil, parents, pupils, teacher, bullying, principal, lufuno mavhunga",143
9514,"tesla, electric car, owner, detailed, qualitycontrol, issues, shows, dominates",1
11464,"pravin gordhan, watch, biography, unauthorised, launched, virtual, book, launch",3
11288,"evergrande, china, shares, hong kong, stock exchange, suspended, stock, exchange",7
8787,"electric vehicle, understanding, terminology, electric vehicles, sa, capitalise, italy, seeks",3
10471,"sagan, ready, parisroubaix",1
10231,"actors, way, younger, characters",1
9379,"kolbe, departure, save, money, toulouse",1
10031,"cassper, cooks, new, beef, aka, old, show",1
10943,"closeup, plantbased, braai, food, thought",1
11651,"city, london, backtracks, removal, statues",1
34,"sa, lead, pga, pga tour, golf, tour, golfers, open",228
11296,"prince philip, queen, speaks, publicly, time, death",1
10114,"blind, opinion, mila, harding, sa, heads, court, spot",1
10552,"rich paul, adele, love, boyfriend, relationship, gets",1
10193,"mzansi magic, new, starstudded, shows, coming, october",1
1554,"skin, know, skincare, need, acne, ways, season, expert",61
11363,"son, bollywood, star, shah, rukh, khan, custody, drugs",1
9670,"cecilia, forest, earmarked, alien, invasive, plant, hack",1
9650,"malls, vukile, selling, covid19, canal, walk, hyde, park",3
5721,"ombudsman, contact, public, editor, complaints, feedback",4
9941,"footage, shows, sea, blood, close, dolphins, killed, mass",1
11366,"lions, deja, vu, hendrikse, family, jordan, injury, deals",2
9427,"fitch, refers, taiwan, china, jolts, traders, irks, taipei",1
10054,"look, couple, converted, bendy, bus, family, home, toddler",1
9221,"look, sandton, africa, highest, urban, bar, moët, vending",1
10013,"watch, close, personal, nissan, 400z, twinturbo, 294kw, v6",1
7508,"court, kinnear, murder, modack, hears, case, birthday, king",4
9288,"look, inside, gulfstream, new, billion, private, plane, g700",1
9570,"arc, de, triomphe, paris, art, installation, wrapping, begins",2
9419,"sa, world, batch, updated, volkswagen, polos, leaves, kariega",1
9399,"sibanye, turns, uranium, unloved, resource, wants, tap, green",2
9478,"central bank, nigeria, probes, lenders, currency, transactions",1
329,"fraud, court, arrested, case, alleged, hawks, corruption, bail",207
9193,"miracle, nanny, goat, survives, stabbed, times, cape town, spca",3
784,"sa, social compact, sa economy, watch, iss, seminar, key, saving",2
9101,"us open, djokovic, slam, final, lloyd harris, sa, rising, tennis",7
9651,"trade, sa tourism, launches, free, virtual, roadshow, connect, sa",3
11732,"ba, ryanair, obliged, refund, customers, flights, cancelled, owing",1
9565,"community, hall, pietermaritzburg, city, youth, centre, hill, week",34
9838,"elon musk, musk, blue origin, nasa, awards, spacex, companies, r2bn",4
11431,"kumba iron ore, anglo, appoints, nompumelelo, zikalala, female, ceo",1
11312,"national, lifesaving sa, champs, club, de, crowned, pool, champions",10
10325,"social media, chinese, users, uproar, evergrande, letter, employees",1
9694,"dj zinhle, special, message, murdah, bongz, daughters, kairo, asante",1
9837,"google, undersea, internet, new york, finishes, laying, giant, cable",2
11458,"vicechancellor, feel good, wits, src, president, pledges, r15m, help",3
9992,"battery metals, scramble, creates, new, gold, rush, sibanyestillwater",1
11605,"gorilla, dies, arms, photobombing, loving, caretaker, featured, viral",3
11349,"social media, ikea, discontinuing, blue, shark, stuffed, animal, sent",1
2812,"spur, ceo, rocomamas, small business, patty, politics, tiff, backfire",5
11673,"stormers, de, jongh, reaches, century, edinburgh, adre smith, reeling",2
816,"edwin sodi, tender, deal, delayed, rustenburg, rapid, transit, project",1
9421,"acne, symptoms, causes, diagnosing, treating, preventing, risk, factors",7
9432,"car accident, skolopad, reflects, living, mild, amnesia, it, embarrassing",1
11295,"harrowing, photos, show, hungry, brazilians, scavenging, animal, carcasses",1
11209,"newzroom afrika, east london, sanef, condemns, robbery, crew, east, london",1
3023,"shadow, bone, grishaverse, unpacked, know, world, characters, jessie mei li",3
2516,"chief justice, mogoeng, judges, jsc, interviews, concourt, looking, zimbabwe",31
2185,"prince philip, queen, prince, philip, funeral, prince william, harry, william",88
10654,"usyk, anthony joshua, oleksandr, rematch, world, heavyweight, champion, wants",3
11105,"gabrielle union, khosi ngema, sends, shoutout, blood, water, immensely, talented",1
5258,"stellenbosch university, probe, afrikaans, sahrc, language, alleged, ban, resume",5
10743,"albert einstein, attracting, attention, meet, girl, hairraising, syndrome, opinion",2
9290,"crime intelligence, rudderless, cop, spook, yolisa, mokgabudi, resigns, sevenmonth",1
3129,"mandy wiener, covid vaccine, vaccine nationalism, covid, vaccine, world, govt, aid",15
7409,"kaaps dictionary, development, transform, lives, firstever, trilingual, kaaps, deserves",3
5756,"podcast, enemies, episode, wandile bozwana, assassination, million, puzzle, southern africa",7
10890,"canyon, bikes, continue, sa",1
7064,"watch, getting, know, vaccines, work",1
9638,"men, need, apply, world, largest, factory",1
10078,"understanding, albinism, disease, illness",1
10460,"kathryn, hahn, play, joan, rivers, new, series",1
10862,"bald, beautiful, celebrities, creating, style, buzz",1
10991,"ballot, box, sign, limitedrun, elections, newsletter",1
8971,"watch, modern, medicine, world, fell, apart, son, got",1
9780,"canine, rabies, outbreak, metro, claims, life, boy, dog",2
10039,"pietermaritzburg, man, gains, support, appearing, uyajola",1
10634,"aston martin, years, ago, gave, plans, build, world, fastest",1
10484,"modack, coaccused, bail, application, kinnear, case, stalled",1
11457,"donald trump, forbes list, dropped, forbes, list, time, years",1
9465,"money clinic, emigrating, work, remotely, sa, employer, taxed",1
10633,"tablet, computer, hopping, list, reveal, russia, us, starting",1
9505,"french, champagne, makers, end, russia, boycott, despite, label",1
9706,"iec, wants, bottles, hand, sanitiser, million, masks, covidfree",1
78,"lions, boks, springbok, rugby, coach, springboks, sa, exclusive",350
11145,"nigerian, artist, british, museum, accepts, gift, keeps, looted",1
11126,"northam, grows, revenue, platinum, makes, good, business, sense",1
9076,"shipping crisis, ikea, run, products, uk, ireland, stores, amid",2
5894,"hair salon, level 4, thinking, visiting, level, red, flags, look",2
10030,"new york, telecoms, tower, company, partly, owned, mtn, prepares",1
9030,"siya kolisi, rachel, join, forces, roche, launch, free, children",1
11026,"libya, un, youth league, leader, abducted, capital, raid, migrants",2
10383,"new zealand, kfc, gang, associates, arrested, trying, smuggle, car",2
11107,"zakes bantwini, us, meaning, osama, lyrics, reveals, hidden, words",1
10373,"hundreds, storm, namibia, parliament, ahead, german, genocide, deal",1
9550,"lead, championship, mount, edgecombe, american, ryder cup, good, da",11
10783,"look, africa, biggest, logistics, centre, officially, opened, joburg",1
9859,"pope francis, covid19, urges, vaccinations, scepticism, bit, strange",1
10811,"bafana, coach, hugo broos, stadium, access, broos, bafana bafana, tau",9
2506,"court order, standerton, chicken, producer, gets, force, govt, supply",1
10244,"joburg, man, burnt, death, breaking, transformer, substation, protest",3
11289,"sa, buy, simple, shortsellers, short, end, financial results, combing",8
10248,"worst, federer, greatest, serena, pioneer, tennis, intimidation, turns",2
9917,"biden, pm, australians, squirm, calls, fellow, scott morrison, appeared",2
10539,"george floyd, police reform, police, reform, us, senate, talks, collapse",2
9458,"mugabe, remains, reburied, harare, monument, zimbabwe, magistrate, rules",1
10279,"letters, teacher, retrenchment, foolish, antivaxxers, decency, mercy, old",7
9998,"sa money report, podcast, cutting, knot, recent, steinhoff, complications",1
503,"students, covid19, university, sa, nsfas, student, universities, bursaries",133
6954,"matric luphondo, hawks, official, charged, corruption, alongside, npa, dies",1
10339,"matongo, gauteng legislature, sends, condolences, family, joburg, anc, plots",2
