e7segment,firebaseid,article_cluster,top_keywords,article_count,articles_read,page_duration
1. Very Low Score,5joPKULqLbesEqdPIVgojS9Aapp1,10684,"uk, sa, travel, red list, covid19, quarantine, govt, ramaphosa",19,1,1
3. Normal User,pGjO6yB5cscO2igU8DhBxGd78Ar1,10684,"uk, sa, travel, red list, covid19, quarantine, govt, ramaphosa",19,1,0
2. Low Score,r4Eob8TbPtXZHsFbKFV5RryzYXI3,10684,"uk, sa, travel, red list, covid19, quarantine, govt, ramaphosa",19,3,1.67
2. Low Score,beYx6jKF4zQjFdsaNthE5ClOnVC2,9072,"us open, us, open, lloyd harris, slam, zverev, djokovic, grand",16,1,0
2. Low Score,23kg0IeDGzWIHZd5DSM0JIvmN2C2,9405,"anc, russia, love, company, owned, putin, billionaire, oligarch",3,1,758
2. Low Score,3VNXNrK6HoMjK8UzGBysT4YthNd2,9978,"deep, dive, boucher, wrong, revered, historian, odendaal, 1990s",2,1,8
1. Very Low Score,umnP8YwlrZYUo6ZuJPUAi8mVmqP2,252,"fuel price, petrol, fuel prices, prices, diesel, aa, april, set",26,1,3
4. Good User,bb2E0yVTPcOyJR6j71rKDu2lmFk1,8940,"spar, grand prix, women, race, ethiopian, cape town, nare, runs",4,1,5
3. Normal User,3tHM0n1y2KNMkTE2ke3OX7Nsrz23,10772,"cape town, death, residents, man, kzn, hospital, students, woman",43,1,599
2. Low Score,x2N2FS16GBV23Qug30da2sYGsI62,10772,"cape town, death, residents, man, kzn, hospital, students, woman",43,2,28.5
2. Low Score,hu6P9z9ylgThYFBHRAUpbENHh7z2,10772,"cape town, death, residents, man, kzn, hospital, students, woman",43,1,215
2. Low Score,HgJGe3qwq1ZgndXGJRwlEKeCY793,10772,"cape town, death, residents, man, kzn, hospital, students, woman",43,1,0
2. Low Score,UuE40OCmoGNHYFjpi4UOeD2j9A13,9717,"lerato, sengadi, celebrates, hhp, birthday, song, amapiano, star",13,1,900
4. Good User,NpFixQtAEDWRpjzPcHFJlhsbiP13,9616,"zuma, concourt, court, medical parole, dear, mr, president, case",15,2,30
2. Low Score,RMS3jpZF9Se3qugEvFUajF6YJw63,1007,"cape town, city, housing, western cape, cape, land, da, residents",110,1,1
4. Good User,rXA3c29lDbQfkLIp5C7QbB14yty1,10685,"elections 2021, anc, manifesto, ifp, eff, da, ramaphosa, promises",75,1,299
2. Low Score,SLy5zrGEM7R5yLfFaIWl1ncHmPk1,11284,"killed, kzn, man, police, pietermaritzburg, shot, found, shooting",74,1,0
3. Normal User,oS4w4jH5lvZb6uGPuBURDSXoMYU2,11284,"killed, kzn, man, police, pietermaritzburg, shot, found, shooting",74,1,15
2. Low Score,EXoxcaEASWdZT3TPMJV5tf6w5w32,10113,"opinion, siya, khumalo, insurance, plan, countries, fail, protect",7,1,900
1. Very Low Score,YwEonK1dRufQ6JyFjuePCdQCJdr1,9854,"va, waterfront, continues, bleed, vaccine, delays, tourists, away",2,2,147
2. Low Score,FVNB7SxEs9eFC9NsfdTOOA9es6u2,10673,"desmond tutu, cape town, pics, loathsome, shock, mural, cape, town",1,1,150
3. Normal User,PzmSOVd1eiTeYzeTJiEbecZpAsu2,11709,"fury, wilder, classic, heaviest, trilogy, showdown, knocks, retain",3,1,188
4. Good User,W56Jx6s2jXWgDLeu9MZz2Q7AyTI2,11263,"kzn, water, msunduzi, residents, r15m, municipality, sports, field",50,1,19
2. Low Score,QASeeyb0GKOVYlz2DtePoc54JL93,11263,"kzn, water, msunduzi, residents, r15m, municipality, sports, field",50,2,118.5
2. Low Score,VXwwBbdO8YeFvRaX8DhegbzcOHy1,11263,"kzn, water, msunduzi, residents, r15m, municipality, sports, field",50,1,653
2. Low Score,LNdC4hzkDZNMJZq4HalJrMIo3wq1,10688,"pay, companies, post office, letters, class action, sa, sham, loan",30,1,0
2. Low Score,bDTwwo9oyBZ7yM0w1GvpLFgv6vJ3,10688,"pay, companies, post office, letters, class action, sa, sham, loan",30,1,900
1. Very Low Score,IDjSPoT5GSZqT6K64DGEOdlxFUx2,10688,"pay, companies, post office, letters, class action, sa, sham, loan",30,1,1
1. Very Low Score,XD5pRZCoPXWIm1gFlHKkBDBNdgC3,9527,"proteas, series, win, t20 world cup, t20, sri lanka, spinners, csa",20,1,290
2. Low Score,xu7X9U3c4wY2TsrdlLxJDyVLigt2,9533,"questions, family, answers, burning, dubai, firing, warning, shots",8,2,89
3. Normal User,090RSvwmYSdjTMB7fRwTk9q2wv12,9002,"steinhoff, settlement, liquidation, support, plan, bid, case, vote",8,1,11
2. Low Score,P5pBtF10aWZerpaYivQ3lNFcMa03,9002,"steinhoff, settlement, liquidation, support, plan, bid, case, vote",8,1,1
2. Low Score,WaIYnOCzvPelyyRjfg8Wo6eIALE2,9541,"wallabies, springboks, boks, bok, coach, blacks, nienaber, pollard",38,2,121
4. Good User,68TlKHC2ENN31inqTk2FURZ0JLS2,11344,"bafana, ethiopia, bafana bafana, broos, hugo broos, time, coach, sa",22,3,4.33
2. Low Score,eV3pMZBN66PBcLfkmkb3zOA2EXB2,9521,"covid19, sa, cases, records, western cape, new, infections, million",17,2,29.5
2. Low Score,2gmdpUhdcOT6Rg8CZSBztE99zhn1,9520,"covid19, vaccine, us, vaccination, vaccines, study, covid, children",89,5,51.8
2. Low Score,TSBUmPXC08XotvTPlt9rEPmwPm82,9520,"covid19, vaccine, us, vaccination, vaccines, study, covid, children",89,1,29
2. Low Score,HlEpoN7pxmRs3DgHOGYvXDHhe9v2,10161,"eskom files, fire, sabotage, treasury, delays, drove, eskom, majuba",1,1,221
1. Very Low Score,FNa1yfh60ARDCIDZDqkEiXEDlF22,10161,"eskom files, fire, sabotage, treasury, delays, drove, eskom, majuba",1,1,0
3. Normal User,AzVLMN4rosbgYLJ2TKcFUPcwIN23,10721,"netflix, international, viewers, times, likely, visit, sa, watching",2,1,0
2. Low Score,TTv2O7aMjPeHahI4UL80zLwUb4H2,9326,"rid, stubborn, fat, weight loss, grazing, gorging, skipping, better",2,2,130.5
1. Very Low Score,To7M5Hkl7geOgdkEpmZs1in7ouo1,8924,"zuma, parole, medical, da, board, arthur fraser, questions, experts",34,1,58
2. Low Score,FLTjH3aOY8dZjYaVa6v1eCSll673,10755,"court, architect, nkandla, case, jacob zuma, zondo, ramaphosa, trial",16,1,118
2. Low Score,3oEJ1geo49hfKpxCMvRRJDajQsF3,10755,"court, architect, nkandla, case, jacob zuma, zondo, ramaphosa, trial",16,1,7
1. Very Low Score,whOC8jpRsuTNiAbdWcvYLw3Y8Lm1,8920,"covid19, vaccination, patients, study, sa, alcohol, opinion, vaccine",54,1,900
3. Normal User,cPyI9tlwUoM8DrhG62Zrwcc0lml2,11391,"unlawful, cape town, bylaw, golf, courses, housing, western cape, da",9,1,20
2. Low Score,AB4iAzfhyXeEyQjC7yB3qcDIzAg2,11277,"vote, teachers, opinion, time, sexuality, education, campaign, crime",40,2,183.5
1. Very Low Score,Vla2mTgg8gXjpZAqHYaCUh78RrE3,10723,"zuma, nkandla, home, address, supporters, jacob zuma, president, anc",4,2,58
2. Low Score,37mH8FJw4mXV2LdUTmOyaDVEAG72,9534,"elections 2021, anc, iec, registration, voter, weekend, candidate, da",68,1,122
1. Very Low Score,kj90zpD7gIcov9Pq50ul3bvcWdG3,9534,"elections 2021, anc, iec, registration, voter, weekend, candidate, da",68,1,0
4. Good User,L6A4uRR2SkXvMGMDxaQ4E5NXhkq2,11247,"eskom, load shedding, stage, severe, de, ruyter, eskom files, treasury",10,3,300
2. Low Score,u09wBw2WLGawotzH2mP0420Uyq43,11247,"eskom, load shedding, stage, severe, de, ruyter, eskom files, treasury",10,2,821
1. Very Low Score,kOtmfhKJbMQZ9eICcLUDZpz2uwV2,9566,"inge lotz, podcast, story, miscarriage, justice, episode, fred, murder",10,17,193
1. Very Low Score,8d1nzdNXoURR7mERlFdpTjQEeyE3,10236,"justice, dept, ransomware, maintenance, payments, food, mom, anxiously",5,1,21
2. Low Score,ABXVlMv0wUOpArTlyXHXi43Ugc73,10140,"petito, gabby, body, found, youtuber, gabrielle, missing, disappearance",13,1,22
2. Low Score,w35CogOfDXTQA5VwxeQuTyvXZt82,10140,"petito, gabby, body, found, youtuber, gabrielle, missing, disappearance",13,2,457
2. Low Score,peWi17PVCLNgIj7LPIsLvjhMu2k1,10066,"jolidee matongo, it, hard, comprehend, tragedy, ramaphosa, pays, tribute",1,1,45
2. Low Score,gacAWI2u0IZJrCqG0UE2nO3hMSQ2,10939,"kuben moodley, gupta, fixer, dubai, middleman, guptalinked, firms, dodgy",4,1,22
2. Low Score,ez02hh8bccSLAk5kYHBhS3Za7372,10939,"kuben moodley, gupta, fixer, dubai, middleman, guptalinked, firms, dodgy",4,1,113
1. Very Low Score,OSSFVyoTc4OHwneQeMRPn2mpAqy2,10939,"kuben moodley, gupta, fixer, dubai, middleman, guptalinked, firms, dodgy",4,2,464
2. Low Score,r0HmzVrFD2gtTCf4kMW4bcbyAt73,11273,"new, covid19, deaths, south africa, cases, records, infections, increase",11,1,0
2. Low Score,jxY9hP2pmuYfdmkTmo8ez90oAoy1,9241,"pirates, sundowns, chiefs, swallows, clash, fallout, coaching, squabbles",10,1,900
2. Low Score,NS91eemDSpMXnDoFz3ECMwFlHn02,9957,"survivor sa, season, winner, crowned, immunity, island, finale, promises",3,1,73
2. Low Score,9bBoOXpXJvQFD1y7QzlPq2goGIu2,10689,"david, mackenzie, teachers, polo, analysis, sheena, reveals, complexities",7,1,182
2. Low Score,0maZraa7mMYloYAzrUqXB9UFwo82,10689,"david, mackenzie, teachers, polo, analysis, sheena, reveals, complexities",7,1,52
1. Very Low Score,k8QH1USBjuSpOT446l7C4o2OyNQ2,10124,"pietermaritzburg, residents, city, park, ramaphosa, mountain, rise, stand",41,1,39
3. Normal User,gMUU3l6GKAPmU31yXrx8doUXea93,10827,"digital vibes, report, siu, mkhize, health, siu report, ramaphosa, damning",32,1,110
2. Low Score,mcJ80vzpEbOK9uOdw92W3gRjknT2,10827,"digital vibes, report, siu, mkhize, health, siu report, ramaphosa, damning",32,1,12
1. Very Low Score,DD9kSwy3YiWZCr1t6LiqwroloWz2,9135,"killed, western cape, transport, cape town, taxi, safety, project, records",5,1,85
3. Normal User,3NNXsIV34JedHw3LbzYMZI7TH8m1,11100,"lions, scarlets, matchday, unchanged, clash, influential, kriel, improving",3,1,42
2. Low Score,iF8UxvnN2dhifrVnF2rPqu7Mwjo1,10994,"mxolisi dukwana, free state, free, state, fired, ace magashule, years, ace",2,3,362
2. Low Score,uKTwqChsYyfBpL5TopPIcnfyL3d2,8938,"sharks, bulls, currie cup final, springboks, bok, rugby, wallabies, loftus",50,1,199
2. Low Score,2vfYYknsdXTdfsUoBgkdiLZGMhH2,10715,"blacks, boks, springboks, bok, springbok, win, rugby championship, nienaber",63,5,105
2. Low Score,KtzE3844iZUjv2wPJNv9r4S6c2l1,10715,"blacks, boks, springboks, bok, springbok, win, rugby championship, nienaber",63,1,1
1. Very Low Score,mPoqSa4dlFYYZrXSNqWFGTfJJHF2,10715,"blacks, boks, springboks, bok, springbok, win, rugby championship, nienaber",63,1,94
1. Very Low Score,EEABTayumVcw3B3m42Ii1XtT4UB3,11299,"covid, patients, covid19, infection, longterm, symptom, oxford, researchers",15,2,93.5
4. Good User,V5Jx5iyS2MS4YkparedYG2Ymwqw1,11279,"senior, accused, department, court, alleged, eastern cape, mec, allegations",33,1,2
2. Low Score,ZSNV7pIWHZZVpV6vBK9px663r453,11279,"senior, accused, department, court, alleged, eastern cape, mec, allegations",33,1,8
4. Good User,r99H862m8QfFotfh5fvKKsY2jes1,11279,"senior, accused, department, court, alleged, eastern cape, mec, allegations",33,1,79
2. Low Score,VjwVnOHX1ka4lREWiRwOav9rh8B3,11279,"senior, accused, department, court, alleged, eastern cape, mec, allegations",33,1,144
2. Low Score,47sC7g3U8JYq9JIWMvG2LTc3v1M2,11360,"turkish, lewis hamilton, hamilton, gp, red bull, f1, turkish gp, grand prix",16,1,1
1. Very Low Score,uEm1F2NXXiXOMZeBmXmtZj07IUI3,9712,"whoopi goldberg, met gala, valentino, met, gala, people, helping, brilliant",1,1,39
2. Low Score,slIvW13lOzTFQCEiYjmvks4fJPL2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,1,12
4. Good User,HOvvSN4AqDPXSBSTNlpasYLJOol1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,1,1
1. Very Low Score,i7ozU6EvWJTSzPjfgQvxBhbxTGq2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,1,4
1. Very Low Score,nK5zFvSEsvgxY7aXYgZkYXfMf8g1,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,1,7
2. Low Score,nlSgQqws3TgrlfD8dHVfrocl3n53,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,2,541.5
2. Low Score,NvzUVMjt8ccSPjpJjinQK0woHOX2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,2,79.5
3. Normal User,zxsSsmcPvifSRIglXTpLQdTw0gW2,11246,"anc, da, elections 2021, election, posters, phoenix, municipality, candidate",96,3,177
1. Very Low Score,UxhXESXbHVQgKaxtACedWCKqj613,137,"eskom, zondo commission, ramaphosa, zondo, state capture, claims, de, ruyter",148,1,29
2. Low Score,gA3GcXErB6g6hX4aoWZnFvFNZvi2,11449,"higher education, dg, nzimande, appoints, nkosinathi, sishi, training, qonde",2,1,900
1. Very Low Score,iUhVSP0dnjcBdwkQgsPrxKVgsp32,9757,"hlophe, chief justice, high court, goes, stay, impeachment, block, ramaphosa",4,1,255
3. Normal User,3r0PEqsS8uXftI4BgeLJY5AacH73,11252,"unrest, alleged, instigator, pietermaritzburg, brookside, mall, durban, case",28,1,900
2. Low Score,8vjOkebbHPM3I2raCbEcJl5Sok02,11251,"jsc, candidate, judge, chief justice, concourt, high court, white, candidates",35,2,774
2. Low Score,vAOZN55hQVW744kqJp2WYFXabdh1,11251,"jsc, candidate, judge, chief justice, concourt, high court, white, candidates",35,1,0
2. Low Score,iNr6O6ELSWbkAJgzPyT0GQ0aJ0K2,9535,"kzn, municipality, residents, msunduzi, coast, power, offices, infrastructure",33,1,77
4. Good User,h9GWxdtUeRYBDbutVo8VkNqVm5P2,9535,"kzn, municipality, residents, msunduzi, coast, power, offices, infrastructure",33,1,8
1. Very Low Score,DdQqsgef46b01MVfK2adUNer9MF3,11452,"soap wars, lifebuoy, rival, finally, succeeds, quashing, infection, protection",1,1,0
2. Low Score,DwkbMcOZ8YUx3BPv8i9iCj8pnG02,9574,"cabinet, retirement, public, basic income grant, new, govt, mpumelelo, mkhabela",14,2,31.5
2. Low Score,WrQHmKleJiektENE8N470Y7YTF63,11282,"facebook, outage, instagram, whatsapp, whistleblower, social media, hit, global",35,1,167
2. Low Score,RUqJsDrxAjUomNPn9SzmRJUXEYI2,11282,"facebook, outage, instagram, whatsapp, whistleblower, social media, hit, global",35,3,66.67
2. Low Score,D7SvVDULYZQ7sfGjXaf2Y02r5kH3,11282,"facebook, outage, instagram, whatsapp, whistleblower, social media, hit, global",35,2,58.5
2. Low Score,QhXz9eJBThSxe4Uf7vONt0QaO802,11282,"facebook, outage, instagram, whatsapp, whistleblower, social media, hit, global",35,1,0
1. Very Low Score,QFNbLWXFxTfkI0KSLUz7IjbNCEJ2,10765,"fathers, babies, child, home affairs, unmarried, register, mothers, involvement",4,1,56
2. Low Score,YrAC4P2DiceFsHvZQsEhWagvZ2r1,11248,"expert, beitbridge border fence, poorly, built, highsecurity, barricade, cost, r300m",2,1,107
3. Normal User,qHcWa4LORNYYQjA1mgj36NBfUjX2,10188,"rosemary ndlovu, insurance, appears, court, legs, shackled, threatening, journalists",5,1,900
2. Low Score,xSy4Fvc6TKQoTM1F0DNSWWJlmie2,11375,"david mackenzie, coach, faces, disciplinary, hearing, claims, inappropriate, behaviour",3,3,34.67
3. Normal User,tFW8t15JKyUntR0vRwtGQ03YIzp2,11630,"princess charlene, prince albert, princess, charlene, admits, return, monaco, complicated",2,4,115.5
1. Very Low Score,brNWb3mCqLg2uiQjgvZNGEoPfau1,9144,"scott disick, amelia, kourtney kardashian, hamlin, break, following, kourtney, kardashian",2,1,296
3. Normal User,2EbBGFUYoUOd5CZWKu2ghApyW002,9477,"mamokgethi phakeng, lgbtqi community, uct, vicechancellor, apologises, lgbtqi, community, online",1,1,38
2. Low Score,198Di9nOikahnc8IWp4tmEDeHK72,9943,"value, volume",1,1,900
2. Low Score,ABXVlMv0wUOpArTlyXHXi43Ugc73,10544,"somizi, bad, books",1,1,22
2. Low Score,xu7X9U3c4wY2TsrdlLxJDyVLigt2,10797,"turn, daily, walk, workout",1,2,78
2. Low Score,Lq9U46f85VXNJdoo2HV9E2MWvYq2,10653,"councillors, failed, people",1,1,348
2. Low Score,QASeeyb0GKOVYlz2DtePoc54JL93,11729,"rich, insure, trees, gardens",1,2,86.5
2. Low Score,eV3pMZBN66PBcLfkmkb3zOA2EXB2,10418,"water, education, reach, wider",1,1,900
2. Low Score,MuT3658Y8MaykQ60pXjilVrj24A3,11714,"eu, bans, additive, sweets, cakes",1,1,20
2. Low Score,In8WQ2BLvgZSSpuJ18N5jbCZpD22,11031,"spooks, hunt, moles, ssa, scrambles",1,1,900
2. Low Score,IUt3qAsMrLSSnhAKfFJXSulDqB13,10069,"500, army, vehicles, destroyed, fire",1,1,414
1. Very Low Score,HH5ZPfRLi1a8AsyDWurweaxpodz1,11074,"boy, dies, infected, us, splash, park",1,1,422
1. Very Low Score,xOkGWiMXcWTuByVJy4TRDEnRwSn2,9951,"devil, returning, marlena, days, lives",1,1,173
4. Good User,68TlKHC2ENN31inqTk2FURZ0JLS2,11617,"kaizer chiefs, suffer, massive, nurkovic, blow",1,2,28.5
2. Low Score,nlSgQqws3TgrlfD8dHVfrocl3n53,11606,"sa tourism, acting, ceo, resigns, months, helm",1,2,111.5
1. Very Low Score,EEABTayumVcw3B3m42Ii1XtT4UB3,11736,"watch, lions, surround, tiny, car, rub, bonnet",1,1,793
1. Very Low Score,rFZ3NPJBNmTfiAKB0ZSmg27UbPn2,10649,"actor, loyiso, macdonald, wife, applies, divorce",1,1,139
4. Good User,NpFixQtAEDWRpjzPcHFJlhsbiP13,11379,"wrap, concourt, candidates, shortlist, announced",1,1,159
3. Normal User,KfRtLQ3Y3hTer2XNuebsr0IwH3h2,11379,"wrap, concourt, candidates, shortlist, announced",1,1,900
1. Very Low Score,MIu65eTrMjRJqBDYovNQe8DCTmI2,10330,"diepcity, wins, big, 5th, royalty, soapie, awards",1,1,168
1. Very Low Score,aIfWk4tmsQeXqWnnfe7f7V2jFl52,9634,"mom, know, son, watch, life, living, opens, birth",20,2,390.5
4. Good User,r4JXEvBGOjeFAiM7o1frW8exRls1,9634,"mom, know, son, watch, life, living, opens, birth",20,1,900
1. Very Low Score,f3RikSJQVIdqYtfX6DyAftZWNww2,9634,"mom, know, son, watch, life, living, opens, birth",20,1,262
2. Low Score,BDXc8eOaWugMCYKeKjqZCxkWLp42,9634,"mom, know, son, watch, life, living, opens, birth",20,1,219
2. Low Score,0CoffGQWjKfvzGUWgTO2hVeykJg1,11455,"coal, eskom, power, sa, mantashe, clean, war, pits",8,2,900
2. Low Score,DwkbMcOZ8YUx3BPv8i9iCj8pnG02,11455,"coal, eskom, power, sa, mantashe, clean, war, pits",8,1,134
2. Low Score,KytMvHXsTYY9jisfUHI6P1TCq4k2,10788,"rand, hit, sa, bleeds, amid, concerns, china, woes",4,1,95
2. Low Score,l3HiQ3GIiSUVnOICii28UANPeyQ2,9488,"rugby championship, live, wallabies, v, springboks",1,1,603
2. Low Score,DHRDU7JZS3gykWomV31Si2jZgZz2,9488,"rugby championship, live, wallabies, v, springboks",1,5,571.2
1. Very Low Score,q2KbXGAwysMrid86nJk7cq5hndB3,10995,"mega, grenadier, suv, en, route, sa, ineos, support",1,1,900
1. Very Low Score,M0Q9xkPtA2bmIA3qDrG96HR6I0C2,9564,"sa, boost, debt, eskom, time, key, record, africans",39,1,0
2. Low Score,WaIYnOCzvPelyyRjfg8Wo6eIALE2,9564,"sa, boost, debt, eskom, time, key, record, africans",39,1,900
1. Very Low Score,YwEonK1dRufQ6JyFjuePCdQCJdr1,9564,"sa, boost, debt, eskom, time, key, record, africans",39,1,600
2. Low Score,2gmdpUhdcOT6Rg8CZSBztE99zhn1,9564,"sa, boost, debt, eskom, time, key, record, africans",39,1,900
2. Low Score,xSy4Fvc6TKQoTM1F0DNSWWJlmie2,9564,"sa, boost, debt, eskom, time, key, record, africans",39,2,111.5
1. Very Low Score,9JxAbc1bTkV9PrJld0dUbuQrCuu2,9564,"sa, boost, debt, eskom, time, key, record, africans",39,2,847
1. Very Low Score,brNWb3mCqLg2uiQjgvZNGEoPfau1,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,229
2. Low Score,ymdbFLIKQZg7E28D91D67D6eyDg1,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,190
2. Low Score,4a8vYYEB4NcTbHGFdu6xowIp30k1,10708,"sa, nersa, eskom, govt, needs, china, plan, opinion",39,1,365
2. Low Score,lJOGAEBWG3MTbL6FMKuv0BfS4EI3,11243,"sa, review, golf, gtis, sold, month, bakkies, ranger",15,1,85
2. Low Score,AB4iAzfhyXeEyQjC7yB3qcDIzAg2,11291,"season, life, new, book, wins, memoir, local, artist",83,1,184
2. Low Score,8b0M9Nky3QYnepMTb2J3SP0czmQ2,11291,"season, life, new, book, wins, memoir, local, artist",83,1,900
3. Normal User,tFW8t15JKyUntR0vRwtGQ03YIzp2,11291,"season, life, new, book, wins, memoir, local, artist",83,1,881
1. Very Low Score,SPlYvhaVVZY2a20Ce4DE0SmqbvQ2,9467,"stop, sharing, hubbly, bubbly, warns, health, expert",1,1,103
1. Very Low Score,yEABMq7D9rPd61lpIxlraLJJdYl2,9702,"boris johnson, mother, charlotte, johnson, wahl, dies",1,1,128
4. Good User,9GJjLmNfFGWkSFY3Teg3vZIulII3,9542,"bulls, stormers, sharks, everitt, urc, rugby, wp, man",16,1,900
1. Very Low Score,Vla2mTgg8gXjpZAqHYaCUh78RrE3,10713,"child, women, abortion, new, life, kids, love, school",35,1,294
1. Very Low Score,iUhVSP0dnjcBdwkQgsPrxKVgsp32,9665,"farewell, fond, friends, officers, steenberg, station",1,1,76
1. Very Low Score,mNrsabelyaMpy0bRcusjjCSO1233,10243,"weather, hot, warm, tuesday, cool, monday, week, fine",7,1,5
2. Low Score,w35CogOfDXTQA5VwxeQuTyvXZt82,11395,"study, tips, stress, help, exam, exams, teen, children",36,1,900
2. Low Score,x2N2FS16GBV23Qug30da2sYGsI62,10938,"blade nzimande, dismisses, claims, da, hates, afrikaans",1,1,184
1. Very Low Score,CmVJYOol6feqImlQoALw1wPfrhg1,9029,"chicken, covid19, sa, opinion, shop, profit, owner, yum",29,1,24
2. Low Score,okwV0HC6O4NA8c11XIVzw5cIyTQ2,9029,"chicken, covid19, sa, opinion, shop, profit, owner, yum",29,1,686
1. Very Low Score,umnP8YwlrZYUo6ZuJPUAi8mVmqP2,10686,"covid19, wave, vaccines, us, fourth, sa, older, persons",47,1,2
2. Low Score,D7SvVDULYZQ7sfGjXaf2Y02r5kH3,10686,"covid19, wave, vaccines, us, fourth, sa, older, persons",47,1,872
1. Very Low Score,dEMCAjXzaaWMP3w3EhZYhcWM8wu2,10686,"covid19, wave, vaccines, us, fourth, sa, older, persons",47,1,98
3. Normal User,zxsSsmcPvifSRIglXTpLQdTw0gW2,11280,"sa, women, ramaphosa, business, govt, ceo, jobs, crisis",44,3,150.67
2. Low Score,4Xm8qVLTO0PB4neGi2g9t9LBTNf1,11280,"sa, women, ramaphosa, business, govt, ceo, jobs, crisis",44,1,900
2. Low Score,AEyBeNsnPsawVD0LX6uzDKncaL02,11280,"sa, women, ramaphosa, business, govt, ceo, jobs, crisis",44,3,5.67
2. Low Score,wzlASwyKtHMwUYbh0esz4WRX4Cm2,10142,"davis cup, sa, venezuela, lloyd, ease, win, new, skipper",2,1,658
2. Low Score,gA3GcXErB6g6hX4aoWZnFvFNZvi2,10200,"officials, gauteng, kzn, company, family, ties, anc, mpl",5,1,245
1. Very Low Score,fRzVJBf2omaCbqFEVu1biFBJhEb2,11357,"snakes, guide, unusual, rescue, dozen, green, water, kzn",4,1,115
1. Very Low Score,mPoqSa4dlFYYZrXSNqWFGTfJJHF2,10567,"lions, urc, opener, stormers, italy, bulls, united, rugby",7,1,62
