e7segment,cluster_id,num_users,num_reads,total_duration,avg_reads,avg_duration
2. Low Score,9840,54,57,11169,1.06,206.83
4. Good User,9865,18,19,3010,1.06,167.22
3. Normal User,9966,159,169,12798,1.06,80.49
3. Normal User,9814,250,266,34115,1.06,136.46
2. Low Score,8823,131,139,18835,1.06,143.78
3. Normal User,8752,17,18,2889,1.06,169.94
3. Normal User,8766,89,94,11998,1.06,134.81
3. Normal User,8804,65,69,6039,1.06,92.91
2. Low Score,8860,219,232,20909,1.06,95.47
2. Low Score,8797,62,66,5120,1.06,82.58
3. Normal User,10183,278,295,50522,1.06,181.73
1. Very Low Score,10242,325,345,28526,1.06,87.77
2. Low Score,10149,575,610,86979,1.06,151.27
3. Normal User,9977,321,341,46961,1.06,146.3
2. Low Score,10180,356,377,58589,1.06,164.58
2. Low Score,10216,81,86,15584,1.06,192.4
4. Good User,10227,16,17,1393,1.06,87.06
2. Low Score,10160,16,17,3749,1.06,234.31
3. Normal User,10072,18,19,2731,1.06,151.72
2. Low Score,10667,170,181,22064,1.06,129.79
3. Normal User,4078,265,281,61564,1.06,232.32
1. Very Low Score,10649,63,67,26291,1.06,417.32
3. Normal User,10646,257,273,46510,1.06,180.97
2. Low Score,10637,51,54,11104,1.06,217.73
3. Normal User,10187,233,246,27295,1.06,117.15
2. Low Score,10646,68,72,11518,1.06,169.38
3. Normal User,10562,51,54,7535,1.06,147.75
1. Very Low Score,8591,17,18,5298,1.06,311.65
3. Normal User,8951,194,206,17351,1.06,89.44
4. Good User,541,17,18,3520,1.06,207.06
3. Normal User,9026,262,279,31937,1.06,121.9
3. Normal User,9032,86,91,9619,1.06,111.85
4. Good User,9024,17,18,2169,1.06,127.59
2. Low Score,8976,72,76,14774,1.06,205.19
3. Normal User,9069,62,66,2772,1.06,44.71
3. Normal User,11084,216,228,32299,1.06,149.53
3. Normal User,11115,210,223,18330,1.06,87.29
3. Normal User,11071,90,95,11597,1.06,128.86
2. Low Score,11071,36,38,8492,1.06,235.89
3. Normal User,10363,68,72,4585,1.06,67.43
3. Normal User,10862,67,71,13519,1.06,201.78
2. Low Score,10487,87,92,13920,1.06,160.0
3. Normal User,1554,16,17,4672,1.06,292.0
2. Low Score,10804,70,74,17071,1.06,243.87
1. Very Low Score,10173,36,38,4711,1.06,130.86
3. Normal User,10458,17,18,879,1.06,51.71
1. Very Low Score,10122,52,55,13448,1.06,258.62
3. Normal User,10013,155,165,20067,1.06,129.46
2. Low Score,10468,62,66,9923,1.06,160.05
3. Normal User,10388,406,429,71574,1.06,176.29
2. Low Score,10321,71,75,14157,1.06,199.39
2. Low Score,8808,105,111,11447,1.06,109.02
3. Normal User,8727,177,187,19613,1.06,110.81
2. Low Score,8657,17,18,1841,1.06,108.29
3. Normal User,8578,48,51,2536,1.06,52.83
2. Low Score,10441,88,93,10163,1.06,115.49
3. Normal User,10438,93,99,12171,1.06,130.87
1. Very Low Score,10268,17,18,3264,1.06,192.0
3. Normal User,10357,16,17,2978,1.06,186.13
2. Low Score,10266,648,686,110233,1.06,170.11
1. Very Low Score,10482,33,35,3978,1.06,120.55
2. Low Score,10294,31,33,996,1.06,32.13
1. Very Low Score,10305,17,18,2229,1.06,131.12
1. Very Low Score,8465,77,82,22861,1.06,296.9
3. Normal User,8705,128,136,29412,1.06,229.78
2. Low Score,8642,17,18,1547,1.06,91.0
3. Normal User,4629,110,117,15282,1.06,138.93
3. Normal User,8624,182,193,35119,1.06,192.96
1. Very Low Score,8780,16,17,4452,1.06,278.25
4. Good User,10361,17,18,1476,1.06,86.82
3. Normal User,10343,33,35,4399,1.06,133.3
2. Low Score,10807,450,479,70114,1.06,155.81
2. Low Score,10746,309,327,58385,1.06,188.95
3. Normal User,10924,103,109,13204,1.06,128.19
2. Low Score,10808,36,38,5537,1.06,153.81
2. Low Score,10912,16,17,2014,1.06,125.88
3. Normal User,10690,32,34,10215,1.06,319.22
2. Low Score,10771,113,120,24815,1.06,219.6
3. Normal User,10820,35,37,1467,1.06,41.91
3. Normal User,9427,77,82,9310,1.06,120.91
2. Low Score,9706,36,38,6088,1.06,169.11
3. Normal User,9807,17,18,3496,1.06,205.65
3. Normal User,9743,17,18,1054,1.06,62.0
3. Normal User,10003,36,38,3346,1.06,92.94
3. Normal User,10023,282,298,42246,1.06,149.81
3. Normal User,9915,104,110,17331,1.06,166.64
3. Normal User,9990,133,141,11768,1.06,88.48
2. Low Score,9042,34,36,3250,1.06,95.59
1. Very Low Score,8997,16,17,3086,1.06,192.88
4. Good User,9095,17,18,1566,1.06,92.12
2. Low Score,9739,17,18,2383,1.06,140.18
3. Normal User,10563,18,19,604,1.06,33.56
2. Low Score,10410,18,19,2152,1.06,119.56
3. Normal User,10638,17,18,1807,1.06,106.29
4. Good User,2614,18,19,2708,1.06,150.44
4. Good User,11028,18,19,909,1.06,50.5
3. Normal User,10870,17,18,1301,1.06,76.53
2. Low Score,9572,31,33,8032,1.06,259.1
2. Low Score,9963,31,33,1771,1.06,57.13
2. Low Score,9825,53,56,11020,1.06,207.92
2. Low Score,8857,18,19,493,1.06,27.39
3. Normal User,10259,16,17,1179,1.06,73.69
1. Very Low Score,10448,16,17,1387,1.06,86.69
2. Low Score,10765,35,37,11889,1.06,339.69
1. Very Low Score,9857,36,38,7511,1.06,208.64
3. Normal User,8983,16,17,1189,1.06,74.31
0. No activity for 3 weeks,8948,17,18,3228,1.06,189.88
1. Very Low Score,8873,17,18,1472,1.06,86.59
2. Low Score,10988,18,19,5113,1.06,284.06
2. Low Score,9940,16,17,1506,1.06,94.13
3. Normal User,9232,461,486,86272,1.05,187.14
3. Normal User,8925,1022,1070,144705,1.05,141.59
2. Low Score,9239,39,41,1936,1.05,49.64
3. Normal User,9130,328,346,38148,1.05,116.3
3. Normal User,9149,177,185,12561,1.05,70.97
3. Normal User,9213,55,58,7529,1.05,136.89
3. Normal User,9229,78,82,4292,1.05,55.03
1. Very Low Score,9137,84,88,18317,1.05,218.06
3. Normal User,9061,39,41,6509,1.05,166.9
3. Normal User,9097,105,110,17095,1.05,162.81
2. Low Score,9146,60,63,5283,1.05,88.05
2. Low Score,9026,77,81,12383,1.05,160.82
3. Normal User,9261,158,166,25008,1.05,158.28
3. Normal User,8647,133,139,16282,1.05,122.42
3. Normal User,9006,75,79,10324,1.05,137.65
3. Normal User,9389,20,21,6416,1.05,320.8
3. Normal User,9010,651,681,91837,1.05,141.07
3. Normal User,9443,302,318,33285,1.05,110.22
3. Normal User,9470,146,154,17928,1.05,122.79
3. Normal User,9351,234,246,19537,1.05,83.49
3. Normal User,9480,303,318,41508,1.05,136.99
3. Normal User,8524,56,59,6827,1.05,121.91
3. Normal User,9037,471,494,36041,1.05,76.52
1. Very Low Score,9380,104,109,17389,1.05,167.2
3. Normal User,9338,20,21,1875,1.05,93.75
1. Very Low Score,9022,19,20,2414,1.05,127.05
2. Low Score,9646,142,149,13469,1.05,94.85
3. Normal User,9716,236,247,37561,1.05,159.16
2. Low Score,9710,41,43,12338,1.05,300.93
3. Normal User,9570,224,235,27811,1.05,124.16
3. Normal User,9652,427,448,45742,1.05,107.12
3. Normal User,9617,93,98,15090,1.05,162.26
3. Normal User,9526,186,196,42205,1.05,226.91
3. Normal User,9632,140,147,14247,1.05,101.76
3. Normal User,9567,339,355,28617,1.05,84.42
2. Low Score,9360,65,68,14969,1.05,230.29
2. Low Score,9732,37,39,8039,1.05,217.27
2. Low Score,9591,61,64,16037,1.05,262.9
2. Low Score,9650,200,211,27080,1.05,135.4
1. Very Low Score,10213,39,41,7607,1.05,195.05
3. Normal User,10615,234,245,22601,1.05,96.59
3. Normal User,10055,461,486,50376,1.05,109.28
3. Normal User,8950,476,501,85449,1.05,179.51
2. Low Score,10176,20,21,557,1.05,27.85
3. Normal User,10542,244,255,28105,1.05,115.18
3. Normal User,10640,154,162,11504,1.05,74.7
2. Low Score,8907,209,220,38265,1.05,183.09
2. Low Score,10608,110,116,10150,1.05,92.27
2. Low Score,10592,121,127,17588,1.05,145.36
3. Normal User,10269,732,766,127918,1.05,174.75
3. Normal User,10624,267,280,31535,1.05,118.11
2. Low Score,10628,37,39,5254,1.05,142.0
3. Normal User,10620,194,204,14869,1.05,76.64
3. Normal User,10433,121,127,11900,1.05,98.35
3. Normal User,10552,416,438,33304,1.05,80.06
3. Normal User,10488,42,44,6023,1.05,143.4
3. Normal User,10456,963,1014,97741,1.05,101.5
2. Low Score,10622,77,81,7711,1.05,100.14
3. Normal User,10617,308,324,39009,1.05,126.65
3. Normal User,10400,749,785,158102,1.05,211.08
1. Very Low Score,10644,64,67,8260,1.05,129.06
3. Normal User,9572,111,116,13851,1.05,124.78
2. Low Score,10304,19,20,1534,1.05,80.74
3. Normal User,10325,184,193,26292,1.05,142.89
2. Low Score,10454,39,41,7893,1.05,202.38
3. Normal User,10327,540,568,56669,1.05,104.94
3. Normal User,10524,119,125,18872,1.05,158.59
2. Low Score,10431,100,105,11521,1.05,115.21
3. Normal User,10573,73,77,7059,1.05,96.7
3. Normal User,10215,109,114,14967,1.05,137.31
1. Very Low Score,10426,19,20,6729,1.05,354.16
1. Very Low Score,10320,37,39,7342,1.05,198.43
2. Low Score,9512,916,963,152086,1.05,166.03
3. Normal User,9283,85,89,7911,1.05,93.07
1. Very Low Score,9646,19,20,1253,1.05,65.95
3. Normal User,9571,80,84,7897,1.05,98.71
1. Very Low Score,9640,98,103,13157,1.05,134.26
2. Low Score,9563,43,45,11245,1.05,261.51
2. Low Score,8911,60,63,5562,1.05,92.7
3. Normal User,8886,571,602,89330,1.05,156.44
3. Normal User,8884,244,257,43922,1.05,180.01
2. Low Score,8903,142,149,20470,1.05,144.15
3. Normal User,8910,94,99,8045,1.05,85.59
2. Low Score,8910,39,41,3245,1.05,83.21
2. Low Score,8901,240,252,35619,1.05,148.41
2. Low Score,8732,112,118,16094,1.05,143.7
2. Low Score,8895,20,21,2634,1.05,131.7
2. Low Score,8491,142,149,21129,1.05,148.8
1. Very Low Score,8402,39,41,10376,1.05,266.05
3. Normal User,7545,64,67,7630,1.05,119.22
3. Normal User,8846,330,348,24239,1.05,73.45
3. Normal User,8428,39,41,7782,1.05,199.54
1. Very Low Score,2135,20,21,1734,1.05,86.7
2. Low Score,8803,55,58,4855,1.05,88.27
2. Low Score,8773,22,23,3183,1.05,144.68
3. Normal User,4834,103,108,14794,1.05,143.63
2. Low Score,8831,93,98,12174,1.05,130.9
3. Normal User,10857,601,634,67473,1.05,112.27
2. Low Score,11018,106,111,16971,1.05,160.1
3. Normal User,11031,933,981,147330,1.05,157.91
3. Normal User,10927,144,151,24156,1.05,167.75
3. Normal User,10797,322,337,48067,1.05,149.28
2. Low Score,10919,42,44,3892,1.05,92.67
2. Low Score,11040,274,289,23998,1.05,87.58
2. Low Score,10931,100,105,19242,1.05,192.42
3. Normal User,10803,175,183,18435,1.05,105.34
2. Low Score,11005,130,137,16783,1.05,129.1
3. Normal User,10798,541,569,121365,1.05,224.33
2. Low Score,11030,111,117,13511,1.05,121.72
3. Normal User,11027,164,173,10579,1.05,64.51
4. Good User,11031,20,21,2769,1.05,138.45
3. Normal User,11011,102,107,5896,1.05,57.8
4. Good User,10994,22,23,3148,1.05,143.09
3. Normal User,10892,385,406,53349,1.05,138.57
3. Normal User,10680,338,354,73047,1.05,216.12
3. Normal User,10652,199,208,50337,1.05,252.95
3. Normal User,10981,135,142,18088,1.05,133.99
2. Low Score,11022,21,22,2747,1.05,130.81
3. Normal User,9347,190,199,23743,1.05,124.96
3. Normal User,9306,194,203,27694,1.05,142.75
3. Normal User,9305,237,248,30095,1.05,126.98
2. Low Score,8979,168,176,23027,1.05,137.07
2. Low Score,9034,55,58,7047,1.05,128.13
1. Very Low Score,9364,22,23,5688,1.05,258.55
2. Low Score,9265,22,23,1636,1.05,74.36
3. Normal User,9412,22,23,1624,1.05,73.82
1. Very Low Score,9399,21,22,2634,1.05,125.43
1. Very Low Score,9508,19,20,2946,1.05,155.05
3. Normal User,10090,87,91,6562,1.05,75.43
2. Low Score,10064,262,276,21883,1.05,83.52
2. Low Score,10096,1151,1211,119997,1.05,104.25
3. Normal User,10101,581,609,95813,1.05,164.91
3. Normal User,10052,183,193,19165,1.05,104.73
3. Normal User,8441,19,20,4163,1.05,219.11
3. Normal User,10046,262,275,30754,1.05,117.38
3. Normal User,10050,303,318,31543,1.05,104.1
2. Low Score,10094,59,62,8272,1.05,140.2
3. Normal User,10042,398,416,93202,1.05,234.18
3. Normal User,10015,132,139,10491,1.05,79.48
3. Normal User,10067,62,65,8536,1.05,137.68
3. Normal User,10082,133,140,10797,1.05,81.18
3. Normal User,10053,434,456,48876,1.05,112.62
3. Normal User,10041,219,229,26613,1.05,121.52
2. Low Score,8443,96,101,14304,1.05,149.0
4. Good User,10062,22,23,1237,1.05,56.23
3. Normal User,10061,240,251,20571,1.05,85.71
3. Normal User,9953,182,192,22276,1.05,122.4
2. Low Score,10049,19,20,2458,1.05,129.37
2. Low Score,9969,153,161,19487,1.05,127.37
1. Very Low Score,10096,99,104,12746,1.05,128.75
3. Normal User,8412,21,22,3987,1.05,189.86
3. Normal User,10075,159,167,27053,1.05,170.14
3. Normal User,9976,116,122,10321,1.05,88.97
3. Normal User,9949,536,561,70227,1.05,131.02
2. Low Score,9837,100,105,16509,1.05,165.09
2. Low Score,10030,61,64,3787,1.05,62.08
1. Very Low Score,9877,21,22,4400,1.05,209.52
3. Normal User,10019,66,69,7421,1.05,112.44
2. Low Score,10055,112,118,11442,1.05,102.16
3. Normal User,9935,142,149,12611,1.05,88.81
3. Normal User,9917,306,321,49203,1.05,160.79
3. Normal User,9974,120,126,6755,1.05,56.29
0. No activity for 3 weeks,9655,20,21,7073,1.05,353.65
3. Normal User,9811,290,304,30864,1.05,106.43
2. Low Score,9941,62,65,9011,1.05,145.34
2. Low Score,9824,596,623,141153,1.05,236.83
3. Normal User,9824,1497,1572,295356,1.05,197.3
1. Very Low Score,9916,22,23,6943,1.05,315.59
3. Normal User,9863,367,384,47061,1.05,128.23
4. Good User,9950,22,23,5488,1.05,249.45
3. Normal User,9965,42,44,4947,1.05,117.79
3. Normal User,9865,484,509,55385,1.05,114.43
3. Normal User,9849,42,44,4689,1.05,111.64
3. Normal User,9822,19,20,2758,1.05,145.16
1. Very Low Score,9948,19,20,1841,1.05,96.89
3. Normal User,9961,43,45,4045,1.05,94.07
3. Normal User,9834,274,289,43305,1.05,158.05
3. Normal User,9816,64,67,12212,1.05,190.81
2. Low Score,9810,21,22,2495,1.05,118.81
3. Normal User,9803,115,121,14185,1.05,123.35
3. Normal User,8862,144,151,18185,1.05,126.28
3. Normal User,8777,42,44,6018,1.05,143.29
3. Normal User,8861,86,90,8402,1.05,97.7
3. Normal User,8791,311,326,62503,1.05,200.97
2. Low Score,8881,40,42,8967,1.05,224.18
3. Normal User,8844,19,20,1947,1.05,102.47
2. Low Score,8381,65,68,13786,1.05,212.09
0. No activity for 3 weeks,8704,20,21,5019,1.05,250.95
1. Very Low Score,8760,22,23,2151,1.05,97.77
2. Low Score,8700,121,127,18032,1.05,149.02
3. Normal User,8744,65,68,10106,1.05,155.48
3. Normal User,10182,498,521,41563,1.05,83.46
3. Normal User,1531,61,64,6423,1.05,105.3
3. Normal User,10145,238,250,39364,1.05,165.39
2. Low Score,10255,39,41,5213,1.05,133.67
3. Normal User,10118,281,296,37980,1.05,135.16
3. Normal User,10125,277,291,41358,1.05,149.31
2. Low Score,1531,39,41,4635,1.05,118.85
3. Normal User,10153,99,104,10584,1.05,106.91
2. Low Score,10251,22,23,1056,1.05,48.0
1. Very Low Score,10208,77,81,17223,1.05,223.68
3. Normal User,10136,37,39,6602,1.05,178.43
2. Low Score,10666,21,22,1999,1.05,95.19
3. Normal User,10265,246,259,32968,1.05,134.02
3. Normal User,10668,242,255,28731,1.05,118.72
3. Normal User,10662,389,409,27890,1.05,71.7
3. Normal User,10665,370,390,40428,1.05,109.26
3. Normal User,10669,60,63,7360,1.05,122.67
2. Low Score,10669,22,23,2096,1.05,95.27
2. Low Score,10562,19,20,3510,1.05,184.74
3. Normal User,8964,596,625,60244,1.05,101.08
2. Low Score,8971,396,416,60055,1.05,151.65
2. Low Score,8985,37,39,6109,1.05,165.11
2. Low Score,9024,124,130,26404,1.05,212.94
2. Low Score,9018,102,107,14366,1.05,140.84
3. Normal User,8989,152,160,18852,1.05,124.03
1. Very Low Score,8944,146,154,31497,1.05,215.73
3. Normal User,9001,108,113,16859,1.05,156.1
3. Normal User,9068,39,41,5167,1.05,132.49
1. Very Low Score,8971,37,39,8047,1.05,217.49
3. Normal User,9009,41,43,6647,1.05,162.12
4. Good User,9018,21,22,2863,1.05,136.33
2. Low Score,8904,22,23,4436,1.05,201.64
3. Normal User,8773,91,96,15374,1.05,168.95
3. Normal User,11081,291,307,27140,1.05,93.26
3. Normal User,11073,328,343,62244,1.05,189.77
3. Normal User,11110,61,64,6711,1.05,110.02
2. Low Score,10769,154,162,24209,1.05,157.2
2. Low Score,11112,235,246,31752,1.05,135.11
1. Very Low Score,10812,22,23,2735,1.05,124.32
3. Normal User,11117,59,62,5442,1.05,92.24
2. Low Score,11100,40,42,3191,1.05,79.78
2. Low Score,10735,113,119,20992,1.05,185.77
1. Very Low Score,10769,21,22,3552,1.05,169.14
2. Low Score,10798,173,182,39427,1.05,227.9
3. Normal User,11097,38,40,2909,1.05,76.55
4. Good User,10532,20,21,1800,1.05,90.0
2. Low Score,10544,20,21,2654,1.05,132.7
2. Low Score,10420,107,112,13795,1.05,128.93
2. Low Score,10466,19,20,3294,1.05,173.37
3. Normal User,10440,19,20,436,1.05,22.95
3. Normal User,10301,39,41,3879,1.05,99.46
3. Normal User,9623,19,20,2918,1.05,153.58
2. Low Score,8745,59,62,7659,1.05,129.81
1. Very Low Score,8860,21,22,950,1.05,45.24
3. Normal User,8574,166,175,22371,1.05,134.77
2. Low Score,8676,109,114,26488,1.05,243.01
1. Very Low Score,10379,186,196,42066,1.05,226.16
2. Low Score,10365,60,63,6580,1.05,109.67
3. Normal User,10371,129,136,7412,1.05,57.46
2. Low Score,10342,61,64,7493,1.05,122.84
3. Normal User,10298,44,46,5466,1.05,124.23
4. Good User,10388,20,21,2720,1.05,136.0
3. Normal User,10297,97,102,8901,1.05,91.76
2. Low Score,10423,43,45,6145,1.05,142.91
3. Normal User,10317,261,275,47432,1.05,181.73
2. Low Score,8780,131,137,20762,1.05,158.49
2. Low Score,8671,43,45,11805,1.05,274.53
3. Normal User,8686,327,343,34776,1.05,106.35
3. Normal User,10283,298,314,47653,1.05,159.91
3. Normal User,10825,310,326,36098,1.05,116.45
2. Low Score,10813,273,287,35355,1.05,129.51
2. Low Score,10803,41,43,6634,1.05,161.8
3. Normal User,10710,370,390,53598,1.05,144.86
2. Low Score,8574,42,44,4092,1.05,97.43
3. Normal User,8576,40,42,3874,1.05,96.85
3. Normal User,8511,19,20,331,1.05,17.42
2. Low Score,8630,21,22,925,1.05,44.05
1. Very Low Score,9579,39,41,9983,1.05,255.97
3. Normal User,9765,186,196,14464,1.05,77.76
1. Very Low Score,9824,57,60,14849,1.05,260.51
3. Normal User,10030,229,240,21113,1.05,92.2
3. Normal User,10022,268,282,22287,1.05,83.16
3. Normal User,10007,20,21,1969,1.05,98.45
3. Normal User,9994,407,427,68784,1.05,169.0
3. Normal User,10008,82,86,8259,1.05,100.72
2. Low Score,10776,56,59,13536,1.05,241.71
3. Normal User,4683,132,138,13343,1.05,101.08
3. Normal User,10815,80,84,6162,1.05,77.03
2. Low Score,9949,148,155,24789,1.05,167.49
2. Low Score,9088,59,62,6609,1.05,112.02
2. Low Score,9119,41,43,9640,1.05,235.12
2. Low Score,8849,22,23,1824,1.05,82.91
1. Very Low Score,8925,37,39,6814,1.05,184.16
4. Good User,9010,22,23,3198,1.05,145.36
2. Low Score,8788,19,20,6579,1.05,346.26
3. Normal User,10571,21,22,3032,1.05,144.38
3. Normal User,10600,44,46,5182,1.05,117.77
1. Very Low Score,8913,21,22,3311,1.05,157.67
2. Low Score,10982,41,43,4611,1.05,112.46
3. Normal User,9147,21,22,1193,1.05,56.81
3. Normal User,10661,21,22,1210,1.05,57.62
2. Low Score,11101,20,21,3867,1.05,193.35
2. Low Score,10861,37,39,5677,1.05,153.43
1. Very Low Score,9991,38,40,11173,1.05,294.03
1. Very Low Score,10033,22,23,2219,1.05,100.86
3. Normal User,11002,19,20,2149,1.05,113.11
1. Very Low Score,10246,20,21,6432,1.05,321.6
3. Normal User,9278,400,417,55410,1.04,138.53
3. Normal User,9276,291,304,34902,1.04,119.94
3. Normal User,9118,200,209,32933,1.04,164.66
3. Normal User,9225,477,497,100187,1.04,210.04
3. Normal User,9067,1468,1527,129505,1.04,88.22
2. Low Score,9264,24,25,5135,1.04,213.96
3. Normal User,9227,434,451,52160,1.04,120.18
3. Normal User,9260,52,54,5731,1.04,110.21
3. Normal User,9174,253,262,26190,1.04,103.52
2. Low Score,7366,46,48,8501,1.04,184.8
2. Low Score,9177,68,71,7916,1.04,116.41
2. Low Score,9278,91,95,17241,1.04,189.46
2. Low Score,9281,24,25,1847,1.04,76.96
3. Normal User,9265,56,58,7129,1.04,127.3
2. Low Score,9170,23,24,3116,1.04,135.48
3. Normal User,9055,53,55,9957,1.04,187.87
3. Normal User,9139,76,79,5435,1.04,71.51
2. Low Score,9097,26,27,5348,1.04,205.69
3. Normal User,9078,352,365,35134,1.04,99.81
3. Normal User,9096,137,143,19205,1.04,140.18
1. Very Low Score,9284,26,27,3296,1.04,126.77
3. Normal User,8483,699,730,109623,1.04,156.83
3. Normal User,8933,56,58,11731,1.04,209.48
2. Low Score,8855,26,27,2661,1.04,102.35
3. Normal User,9436,217,226,24423,1.04,112.55
3. Normal User,9030,278,290,18165,1.04,65.34
3. Normal User,9403,425,441,50340,1.04,118.45
2. Low Score,9432,74,77,5403,1.04,73.01
3. Normal User,9419,449,468,49765,1.04,110.84
3. Normal User,9433,75,78,12838,1.04,171.17
1. Very Low Score,9010,23,24,3352,1.04,145.74
3. Normal User,9379,169,176,18230,1.04,107.87
1. Very Low Score,9036,52,54,10834,1.04,208.35
2. Low Score,9460,104,108,15851,1.04,152.41
3. Normal User,9337,504,525,83390,1.04,165.46
3. Normal User,9750,272,283,36538,1.04,134.33
3. Normal User,9727,129,134,15063,1.04,116.77
3. Normal User,9514,345,360,64877,1.04,188.05
3. Normal User,9718,165,172,15481,1.04,93.82
3. Normal User,9593,109,113,11321,1.04,103.86
3. Normal User,9732,165,171,29600,1.04,179.39
2. Low Score,8978,175,182,17494,1.04,99.97
3. Normal User,9739,142,148,23711,1.04,166.98
3. Normal User,9667,113,117,11988,1.04,106.09
3. Normal User,9734,28,29,4121,1.04,147.18
2. Low Score,9737,25,26,5532,1.04,221.28
1. Very Low Score,8568,26,27,9366,1.04,360.23
3. Normal User,9683,47,49,3847,1.04,81.85
3. Normal User,9736,47,49,2565,1.04,54.57
3. Normal User,9622,158,164,20821,1.04,131.78
3. Normal User,9668,23,24,4609,1.04,200.39
3. Normal User,9624,107,111,8129,1.04,75.97
2. Low Score,9637,85,88,9168,1.04,107.86
3. Normal User,9499,211,219,26119,1.04,123.79
3. Normal User,9638,239,249,25509,1.04,106.73
2. Low Score,10630,23,24,1156,1.04,50.26
3. Normal User,10645,211,219,12332,1.04,58.45
